11000, 4, -5, 0.3846, 0.1752, 0.2807, 0.4892, 0.2346, -0.2505, 0.0797
11500, 4, -5, 0.3751, 0.1677, 0.278, 0.5069, 0.1725, -0.1957, 0.0612
12000, 4, -5, 0.3665, 0.1609, 0.2755, 0.5222, 0.1152, -0.1417, 0.0417
12500, 4, -5, 0.3588, 0.1553, 0.2728, 0.5349, 0.0674, -0.0998, 0.0278
13000, 4, -5, 0.3519, 0.1506, 0.2698, 0.5463, 0.0253, -0.0651, 0.0174
14000, 4, -5, 0.3395, 0.142, 0.2647, 0.5723, -0.0695, 0.0237, -0.0133
15000, 4, -5, 0.3291, 0.135, 0.2601, 0.5939, -0.1469, 0.0929, -0.036
16000, 4, -5, 0.3201, 0.1287, 0.2565, 0.6213, -0.2369, 0.1783, -0.0656
17000, 4, -5, 0.3123, 0.1228, 0.254, 0.6499, -0.3246, 0.261, -0.0943
18000, 4, -5, 0.3053, 0.1169, 0.2524, 0.6828, -0.4162, 0.3448, -0.1225
19000, 4, -5, 0.2987, 0.1109, 0.2517, 0.7236, -0.5246, 0.4459, -0.1574
20000, 4, -5, 0.2928, 0.1054, 0.2511, 0.7729, -0.6517, 0.5644, -0.1977
21000, 4, -5, 0.2874, 0.1002, 0.2509, 0.8298, -0.798, 0.7048, -0.2467
22000, 4, -5, 0.2832, 0.0955, 0.2516, 0.888, -0.9426, 0.8429, -0.2948
23000, 4, -5, 0.2802, 0.0907, 0.2539, 0.9449, -1.0761, 0.9679, -0.3379
24000, 4, -5, 0.2782, 0.0863, 0.2572, 0.9954, -1.1846, 1.0636, -0.3694
25000, 4, -5, 0.2771, 0.0819, 0.2615, 1.0351, -1.2603, 1.1238, -0.3878
26000, 4, -5, 0.2764, 0.0779, 0.266, 1.06, -1.2927, 1.1352, -0.3868
27000, 4, -5, 0.2758, 0.0737, 0.2708, 1.0745, -1.3009, 1.1253, -0.3797
